row	weekday	time	conf	national_tv	opp_win_p	opp_all_stars	win_p	attendance
4132	W	5:00 pm	conference	No	40% - 60%	1	0.46132494084720804	15064
4133	Su	5:00 pm	Rivalry	No	Less than 40%	2	0.5968424978469621	19657
4134	Th	5:00 pm	Non-Conference	No	More than 60%	0	0.41473995692851606	11930
4135	Th	7:00 pm	conference	Yes	More than 60%	1	0.6703444453905133	18413
4136	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.3997432062487951	12032
4137	Fr	7:00 pm	Rivalry	No	40% - 60%	0	0.5494049611338329	20269
4138	Th	7:00 pm	Non-Conference	No	More than 60%	0	0.48417277032859085	14101
4139	Sa	2:00 pm	conference	Yes	Less than 40%	1	0.5537861351653399	12261
4140	Su	7:00 pm	conference	Yes	Less than 40%	0	0.5649588363239213	13341
4141	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.48889483721178645	13895
4142	W	7:00 pm	conference	Yes	40% - 60%	0	0.5442156810152522	14504
4143	Th	7:00 pm	Non-Conference	No	40% - 60%	1	0.6541753782984598	13734
4144	M	7:00 pm	Non-Conference	No	More than 60%	1	0.33412004306706655	14230
4145	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.5376677912560249	9753
4146	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.5268108930112325	9237
4147	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.24554820976933406	10378
4148	W	7:00 pm	conference	No	Less than 40%	0	0.43183384819552534	12447
4149	Su	5:00 pm	conference	No	More than 60%	1	0.41114911670756304	18189
4150	Su	5:00 pm	Rivalry	No	Less than 40%	0	0.4251183283044515	17479
4151	Fr	7:00 pm	conference	Yes	40% - 60%	1	0.4907712188179511	16707
4152	Th	7:00 pm	Non-Conference	No	Less than 40%	1	0.34917922793557254	10848
4153	Tu	7:00 pm	Non-Conference	Yes	More than 60%	0	0.45686460707778775	13731
4154	Tu	5:00 pm	Rivalry	No	40% - 60%	1	0.5628166224241324	19971
4155	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4625653883003145	9966
4156	Fr	5:00 pm	conference	No	More than 60%	1	0.3721736379732813	17153
4157	W	5:00 pm	Non-Conference	No	40% - 60%	2	0.567212717877296	11733
4158	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.6019843088531865	13519
4159	Tu	7:00 pm	conference	No	Less than 40%	0	0.4499748113851523	11923
4160	M	7:00 pm	conference	Yes	More than 60%	2	0.5639197452873275	18240
4161	Th	2:00 pm	Non-Conference	No	40% - 60%	0	0.6095648360409806	8994
4162	W	5:00 pm	conference	Yes	More than 60%	0	0.42926813272054953	15731
4163	Tu	7:00 pm	Rivalry	No	More than 60%	0	0.358908266483433	21712
4164	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.46232843076498187	10614
4165	Th	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.25267368205946683	9226
4166	Su	7:00 pm	Non-Conference	No	40% - 60%	2	0.4995128726904683	13752
4167	Tu	5:00 pm	conference	No	More than 60%	0	0.47858717544195334	16623
4168	Tu	5:00 pm	Non-Conference	No	Less than 40%	0	0.5715220753289588	8888
4169	Th	5:00 pm	Non-Conference	No	40% - 60%	2	0.5613541217919003	12952
4170	Sa	7:00 pm	Rivalry	No	More than 60%	0	0.5408696046470272	23906
4171	Fr	7:00 pm	Non-Conference	Yes	Less than 40%	3	0.36518652722504463	12999
4172	Th	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.26699204514662783	9777
4173	Su	5:00 pm	conference	No	More than 60%	2	0.37184445450871745	18657
4174	Th	2:00 pm	conference	Yes	Less than 40%	1	0.4146945406955893	11042
4175	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5216169340791017	10909
4176	Th	7:00 pm	conference	No	More than 60%	0	0.4062013146567318	17076
4177	Fr	5:00 pm	conference	Yes	Less than 40%	0	0.6512110126020841	12050
4178	W	5:00 pm	Non-Conference	No	40% - 60%	3	0.39338230705108984	14815
4179	W	5:00 pm	Non-Conference	No	More than 60%	1	0.5747083591671063	13663
4180	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.5936527689105225	9536
4181	M	7:00 pm	Non-Conference	No	40% - 60%	0	0.27906481081772627	11578
4182	Su	5:00 pm	Non-Conference	No	More than 60%	0	0.5702749368947607	14141
4183	Tu	5:00 pm	conference	Yes	40% - 60%	0	0.44762039782288	13266
4184	Sa	2:00 pm	conference	Yes	40% - 60%	1	0.6817823039965328	14281
4185	Fr	7:00 pm	Non-Conference	Yes	More than 60%	1	0.461025805826058	14306
4186	Th	7:00 pm	Rivalry	Yes	40% - 60%	3	0.5220685475976841	20945
4187	Fr	7:00 pm	conference	Yes	Less than 40%	1	0.39311310655536313	13514
4188	Sa	7:00 pm	conference	No	40% - 60%	1	0.44668549486931086	17094
4189	Sa	7:00 pm	Non-Conference	No	More than 60%	2	0.5909614533305912	17924
4190	M	7:00 pm	conference	No	40% - 60%	0	0.6169513760067591	14218
4191	M	5:00 pm	Non-Conference	Yes	More than 60%	2	0.4850229345454944	13941
4192	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6143545318317196	11068
4193	W	7:00 pm	conference	No	Less than 40%	1	0.5570086728666978	14218
4194	Th	7:00 pm	conference	Yes	More than 60%	1	0.4562183126512999	17013
4195	Th	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.6090594997937646	7894
4196	Sa	5:00 pm	conference	Yes	More than 60%	0	0.38181773284283643	16416
4197	Th	7:00 pm	conference	No	Less than 40%	1	0.34404131331454224	13611
4198	Tu	7:00 pm	conference	Yes	More than 60%	0	0.23055621062641035	15556
4199	W	5:00 pm	Non-Conference	No	More than 60%	0	0.4914334407781099	13097
4200	Fr	5:00 pm	Non-Conference	Yes	More than 60%	0	0.6607359213915708	13329
4201	W	7:00 pm	Non-Conference	No	40% - 60%	1	0.41686857762212115	12250
4202	Sa	5:00 pm	conference	No	40% - 60%	0	0.5574917483570048	15181
4203	W	7:00 pm	conference	No	40% - 60%	0	0.5149804322799064	14580
4204	Sa	7:00 pm	Non-Conference	Yes	More than 60%	1	0.6023843053610796	17243
4205	Th	5:00 pm	Non-Conference	No	40% - 60%	1	0.5719919526242594	11790
4206	Fr	5:00 pm	conference	Yes	40% - 60%	1	0.48619618493104533	15494
4207	Tu	5:00 pm	conference	Yes	Less than 40%	1	0.33693234373950876	12727
4208	Fr	5:00 pm	conference	Yes	40% - 60%	1	0.44030244624615744	16217
4209	Sa	7:00 pm	conference	No	Less than 40%	0	0.4681448925388816	15035
4210	Th	5:00 pm	Non-Conference	No	Less than 40%	0	0.6242765731091969	9829
4211	Su	7:00 pm	conference	No	40% - 60%	0	0.4070723196272157	15722
4212	Su	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.4282281530163612	10786
4213	Su	7:00 pm	conference	No	40% - 60%	1	0.4841894179050857	17067
4214	W	7:00 pm	conference	No	More than 60%	0	0.5008531889902502	16697
4215	Sa	5:00 pm	conference	No	Less than 40%	0	0.3668061397723168	12955
4216	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.48852933658305253	9254
4217	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5584815940970802	11967
4218	Fr	5:00 pm	conference	No	Less than 40%	0	0.5769781306972599	12795
4219	W	7:00 pm	conference	No	40% - 60%	0	0.49741600765982025	15337
4220	M	5:00 pm	conference	No	More than 60%	0	0.5057257915161912	15034
4221	Sa	7:00 pm	Non-Conference	Yes	More than 60%	1	0.712953532485454	16523
4222	Th	2:00 pm	Non-Conference	No	40% - 60%	0	0.39733677324408867	8141
4223	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.575219492938205	8168
4224	W	7:00 pm	conference	No	Less than 40%	0	0.3835801170624727	13019
4225	Tu	5:00 pm	Non-Conference	No	Less than 40%	0	0.4459842463525718	8496
4226	W	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.3269826630820968	9227
4227	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5982097091211256	9885
4228	M	5:00 pm	Rivalry	Yes	40% - 60%	0	0.577069938625834	18870
4229	M	5:00 pm	conference	No	Less than 40%	0	0.6093214748694145	11757
4230	W	7:00 pm	conference	Yes	Less than 40%	1	0.5652260412105162	13079
4231	M	5:00 pm	conference	No	40% - 60%	1	0.7308842620365477	14966
4232	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.41499348713459644	10116
4233	W	5:00 pm	conference	No	Less than 40%	1	0.4826682980090089	12571
4234	Th	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.7584082317356645	12720
4235	W	7:00 pm	conference	No	40% - 60%	3	0.3137308812245572	17099
4236	Su	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.419887738848641	9344
4237	Fr	7:00 pm	Rivalry	Yes	More than 60%	1	0.4189738721835602	22871
4238	Fr	5:00 pm	conference	Yes	40% - 60%	0	0.5965565586060931	14627
4239	Fr	5:00 pm	conference	Yes	Less than 40%	0	0.49073689142428273	12149
4240	Su	7:00 pm	Rivalry	Yes	More than 60%	1	0.41142572444119896	22342
4241	Su	5:00 pm	Non-Conference	No	Less than 40%	1	0.2418812759727118	9565
4242	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.4934140149959576	12819
4243	Fr	7:00 pm	Rivalry	No	More than 60%	0	0.5064409705793269	22283
4244	M	5:00 pm	conference	Yes	40% - 60%	0	0.4979426085303569	13640
4245	Th	5:00 pm	Non-Conference	No	40% - 60%	1	0.5219366839411628	11626
4246	Fr	2:00 pm	Non-Conference	No	Less than 40%	1	0.6512096667896189	8824
4247	Su	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6728351813601962	12819
4248	Tu	5:00 pm	conference	Yes	More than 60%	0	0.5089751905109624	14730
4249	Fr	7:00 pm	Rivalry	Yes	40% - 60%	3	0.45528418859822195	22628
4250	Fr	5:00 pm	Rivalry	No	40% - 60%	1	0.47124659149090375	20765
4251	Sa	5:00 pm	Non-Conference	No	Less than 40%	0	0.5475188494923988	9976
4252	Fr	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.6426763526331172	9465
4253	Fr	2:00 pm	Non-Conference	No	40% - 60%	0	0.3984027023488289	9531
4254	Th	5:00 pm	conference	No	40% - 60%	1	0.44750506739164186	13963
4255	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5238511138291126	8744
4256	Sa	5:00 pm	Non-Conference	No	Less than 40%	2	0.5351830355572053	12342
4257	Su	5:00 pm	Non-Conference	No	40% - 60%	0	0.42768799497375115	11435
4258	W	7:00 pm	Non-Conference	No	40% - 60%	1	0.5769394993181926	13479
4259	Fr	5:00 pm	conference	No	40% - 60%	0	0.5000527824413628	15324
4260	Tu	7:00 pm	conference	No	More than 60%	1	0.6651002684174694	17760
4261	W	5:00 pm	conference	Yes	More than 60%	0	0.5051878680734213	14843
4262	Sa	5:00 pm	Non-Conference	No	40% - 60%	0	0.46580130258160113	12720
4263	M	7:00 pm	Non-Conference	No	Less than 40%	0	0.37332617636932935	9058
4264	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.5110742153767649	10769
4265	Fr	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.47958026604615	10627
4266	Th	5:00 pm	Non-Conference	No	Less than 40%	0	0.7173830776744137	9163
4267	W	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.46316074375534627	12234
4268	Tu	5:00 pm	Non-Conference	No	More than 60%	0	0.5274496224213776	12522
4269	Su	5:00 pm	conference	No	40% - 60%	0	0.6169608356410714	15278
4270	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.44448044620091237	9192
4271	Su	7:00 pm	Rivalry	No	40% - 60%	0	0.5062190872079564	20583
4272	W	5:00 pm	conference	Yes	40% - 60%	1	0.5957923461077704	14419
4273	M	7:00 pm	Rivalry	Yes	More than 60%	0	0.4927034589856394	21664
4274	Sa	7:00 pm	conference	No	40% - 60%	2	0.3803840855701749	18827
4275	W	5:00 pm	conference	No	40% - 60%	2	0.5053575790822068	15534
4276	M	7:00 pm	conference	No	More than 60%	0	0.5457114228740567	16494
4277	Th	5:00 pm	conference	No	More than 60%	0	0.4487955514386853	15331
4278	W	7:00 pm	Non-Conference	No	40% - 60%	1	0.5119282649469938	12394
4279	Sa	7:00 pm	Rivalry	Yes	Less than 40%	0	0.4669053392554136	19891
4280	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.41750522620007313	13773
4281	Tu	5:00 pm	conference	No	Less than 40%	1	0.43947358025591343	12740
4282	Sa	7:00 pm	Non-Conference	No	40% - 60%	1	0.4291900468338621	15569
4283	Th	5:00 pm	Non-Conference	No	40% - 60%	1	0.5297433286213709	12319
4284	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.4065967063476774	9324
4285	W	5:00 pm	Non-Conference	No	40% - 60%	3	0.502003824799311	13595
4286	Su	7:00 pm	Non-Conference	No	40% - 60%	1	0.4867726368240628	14015
4287	Th	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5653757806021095	9499
4288	W	7:00 pm	Non-Conference	Yes	More than 60%	0	0.46853601961125363	11727
4289	Sa	2:00 pm	conference	Yes	Less than 40%	0	0.6521570135258816	12364
4290	Th	5:00 pm	Rivalry	Yes	40% - 60%	0	0.39105832363012794	18801
4291	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5150754095978378	13044
4292	W	7:00 pm	Non-Conference	No	More than 60%	0	0.5599012332288019	14602
4293	Sa	7:00 pm	conference	Yes	40% - 60%	1	0.5246576042078736	16406
4294	M	7:00 pm	Non-Conference	Yes	More than 60%	0	0.49185220527219675	13646
4295	Tu	5:00 pm	Non-Conference	Yes	More than 60%	1	0.6434551562648594	13929
4296	Sa	5:00 pm	conference	No	Less than 40%	1	0.47130889369338935	14466
4297	W	7:00 pm	Non-Conference	No	More than 60%	0	0.35511679232693527	14458
4298	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.534151047564087	12104
4299	Th	5:00 pm	conference	No	More than 60%	0	0.45239784453263077	15448
4300	M	7:00 pm	conference	No	More than 60%	3	0.5600194066975951	19096
4301	Sa	2:00 pm	Rivalry	No	More than 60%	1	0.5568802388463212	21848
4302	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.3808704603438462	10409
4303	Th	7:00 pm	Rivalry	No	40% - 60%	1	0.4006736769571799	20530
4304	W	7:00 pm	conference	Yes	Less than 40%	1	0.4013306760312784	13456
4305	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5037851749594273	11714
4306	Th	5:00 pm	conference	Yes	40% - 60%	2	0.5080514799917774	15644
4307	W	5:00 pm	Non-Conference	No	Less than 40%	0	0.21754229316866075	8277
4308	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.6039590532469675	12129
4309	W	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.44897425717589107	9900
4310	Su	7:00 pm	conference	No	40% - 60%	1	0.3028230167695624	16370
4311	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.5076351473515149	12123
4312	Tu	5:00 pm	Non-Conference	Yes	More than 60%	0	0.46634254903223527	12725
4313	Fr	7:00 pm	Non-Conference	No	More than 60%	1	0.4102355060172419	15941
4314	M	5:00 pm	Non-Conference	No	Less than 40%	2	0.6869726524238426	10561
4315	Su	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5305448450542946	9058
4316	Th	5:00 pm	Non-Conference	Yes	More than 60%	1	0.3737707843217498	12685
4317	Tu	5:00 pm	Rivalry	No	More than 60%	2	0.46582905121999973	23292
4318	Sa	7:00 pm	Non-Conference	No	Less than 40%	1	0.5624326374708692	13253
4319	Tu	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.37624644459009654	9585
4320	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.6828424036832784	10240
4321	Tu	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.48515207393862103	10321
4322	W	7:00 pm	Non-Conference	No	40% - 60%	2	0.6034812495200728	13785
4323	M	7:00 pm	Rivalry	No	Less than 40%	0	0.7454668053392455	17893
4324	Su	2:00 pm	Non-Conference	Yes	More than 60%	0	0.37193186533160816	11218
4325	Su	5:00 pm	conference	No	40% - 60%	2	0.5558887878715528	18266
4326	Su	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.42066462178196984	10444
4327	Su	5:00 pm	Non-Conference	Yes	40% - 60%	3	0.5897780484186969	13986
4328	Sa	7:00 pm	conference	Yes	More than 60%	0	0.6385724212611691	19041
4329	M	5:00 pm	conference	Yes	More than 60%	0	0.4799856856891534	15157
4330	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.22457545039896748	11109
4331	M	5:00 pm	conference	Yes	40% - 60%	0	0.5373166433814419	12882
4332	Tu	5:00 pm	Non-Conference	Yes	More than 60%	0	0.6774968235293364	12130
4333	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.6833623468283996	9783
4334	W	7:00 pm	conference	No	Less than 40%	1	0.6308110974053628	14216
4335	M	5:00 pm	conference	Yes	Less than 40%	1	0.5409389504398818	12535
4336	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6258360139940817	13375
4337	Th	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.6212167646518199	12429
4338	Fr	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5090259994030641	14385
4339	W	5:00 pm	conference	Yes	Less than 40%	1	0.43410281877916257	12537
4340	Tu	5:00 pm	conference	No	Less than 40%	1	0.5382360478080663	12782
4341	Fr	5:00 pm	Non-Conference	No	Less than 40%	0	0.6678851699259429	9891
4342	Th	5:00 pm	conference	Yes	More than 60%	3	0.4461584724099502	18367
4343	Tu	7:00 pm	conference	Yes	40% - 60%	0	0.4618908420936078	14482
4344	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.5818492999919991	9896
4345	W	5:00 pm	Non-Conference	Yes	More than 60%	2	0.489345784516642	14823
4346	W	7:00 pm	Non-Conference	Yes	More than 60%	2	0.5165577602705329	15699
4347	Sa	5:00 pm	Non-Conference	No	40% - 60%	1	0.39992190349180895	14205
4348	M	5:00 pm	Non-Conference	No	40% - 60%	2	0.39509599079526614	12784
4349	M	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5353396205175377	10782
4350	W	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.8966277782811827	11725
4351	M	7:00 pm	conference	No	40% - 60%	1	0.5801727144989575	16109
4352	W	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5350908851726027	13919
4353	Th	7:00 pm	conference	Yes	40% - 60%	0	0.5454684993825238	14375
4354	W	7:00 pm	conference	No	40% - 60%	0	0.44858484041857655	15214
4355	W	7:00 pm	conference	Yes	40% - 60%	1	0.6473411822056456	15180
4356	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4203775794133155	10132
4357	M	5:00 pm	Rivalry	No	More than 60%	1	0.473928679678852	21102
4358	Su	7:00 pm	Non-Conference	Yes	Less than 40%	3	0.4621658143493724	13061
4359	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.41024176932233924	13170
4360	Fr	5:00 pm	Non-Conference	No	More than 60%	2	0.4975748606815181	15554
4361	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.4035548207758762	16338
4362	Th	7:00 pm	Rivalry	No	Less than 40%	0	0.510452632886359	18583
4363	Sa	5:00 pm	Non-Conference	No	40% - 60%	1	0.5761079505394229	13146
4364	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.5858800868910387	17378
4365	Su	5:00 pm	Non-Conference	No	Less than 40%	1	0.5366493590577325	10448
4366	Tu	2:00 pm	Non-Conference	Yes	More than 60%	0	0.6011512511655652	10566
4367	M	5:00 pm	Non-Conference	Yes	More than 60%	1	0.5595679765920201	13186
4368	Sa	5:00 pm	Rivalry	Yes	40% - 60%	0	0.5690870150057282	19859
4369	Su	5:00 pm	conference	Yes	40% - 60%	0	0.5087718605262569	14575
4370	M	2:00 pm	Non-Conference	No	More than 60%	3	0.42914059814809447	13009
4371	M	5:00 pm	Non-Conference	Yes	More than 60%	1	0.4790191988270553	13677
4372	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.4460450713136433	10565
4373	M	5:00 pm	conference	No	Less than 40%	1	0.5135341497034661	12331
4374	Th	7:00 pm	conference	No	40% - 60%	0	0.5133229613337693	15351
4375	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.41655990730435416	11813
4376	Tu	2:00 pm	Rivalry	Yes	40% - 60%	1	0.5919166103302906	16984
4377	Th	7:00 pm	conference	Yes	More than 60%	0	0.5132757249108714	16918
4378	W	7:00 pm	conference	Yes	Less than 40%	0	0.621394618078384	12501
4379	Sa	7:00 pm	conference	No	40% - 60%	1	0.5229703819082911	18272
4380	M	7:00 pm	conference	No	40% - 60%	3	0.5311050332227432	16900
4381	Tu	5:00 pm	conference	No	40% - 60%	1	0.6064919083358512	14878
4382	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.3989679229526579	12411
4383	Tu	7:00 pm	Non-Conference	No	Less than 40%	1	0.5415440823916988	11429
4384	M	7:00 pm	conference	No	More than 60%	0	0.710737380786137	17594
4385	Sa	2:00 pm	conference	No	40% - 60%	3	0.4695905092588856	16809
4386	M	7:00 pm	conference	No	Less than 40%	1	0.6752863985610893	13196
4387	Su	5:00 pm	Non-Conference	No	Less than 40%	1	0.4898427075457521	11136
4388	Fr	7:00 pm	Non-Conference	No	More than 60%	0	0.5418714944428253	14640
4389	M	7:00 pm	Non-Conference	No	40% - 60%	2	0.5033512408885006	13728
4390	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.436575640232838	14023
4391	Th	5:00 pm	conference	No	Less than 40%	0	0.27052230550512646	10112
4392	Th	7:00 pm	conference	Yes	More than 60%	3	0.47197720827746287	19505
4393	Fr	7:00 pm	conference	Yes	More than 60%	0	0.40098196045190576	17428
4394	W	7:00 pm	conference	No	More than 60%	1	0.3509144928397363	17619
4395	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.32746886397718666	11627
4396	Sa	7:00 pm	Rivalry	No	Less than 40%	0	0.2946787902351621	19600
4397	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.35736456121612636	9328
4398	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.47154965491518513	9178
4399	M	7:00 pm	conference	Yes	Less than 40%	0	0.5078487193118629	12223
4400	Fr	5:00 pm	Non-Conference	No	Less than 40%	1	0.5618272782803297	11700
4401	Sa	5:00 pm	conference	No	40% - 60%	0	0.5624943195813003	16566
4402	Su	5:00 pm	Rivalry	Yes	Less than 40%	0	0.36023835276381294	17625
4403	Sa	5:00 pm	Non-Conference	No	More than 60%	1	0.5455016557697441	16223
4404	M	7:00 pm	conference	No	40% - 60%	0	0.5870115686798224	14215
4405	Su	5:00 pm	Non-Conference	No	More than 60%	0	0.4414903680184388	13565
4406	W	7:00 pm	Non-Conference	No	More than 60%	3	0.47196498337219395	16211
4407	Th	5:00 pm	conference	No	More than 60%	0	0.46611654208569603	16216
4408	Sa	2:00 pm	conference	No	40% - 60%	0	0.501353371694461	14530
4409	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.4008994688999846	11015
4410	Tu	2:00 pm	Non-Conference	Yes	40% - 60%	3	0.5469391639049177	10544
4411	Fr	5:00 pm	Non-Conference	No	40% - 60%	1	0.42632399063804116	12439
4412	Sa	5:00 pm	Non-Conference	No	More than 60%	0	0.45569838450290756	14861
4413	M	7:00 pm	conference	Yes	40% - 60%	1	0.4653089621629358	15250
4414	Sa	7:00 pm	conference	No	40% - 60%	0	0.4263512012768497	16763
4415	Th	7:00 pm	conference	Yes	40% - 60%	0	0.49553140395908196	14960
4416	Sa	7:00 pm	conference	No	Less than 40%	1	0.6685695070074477	16252
4417	Fr	7:00 pm	Rivalry	No	40% - 60%	0	0.6197640016218082	20836
4418	Su	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5151583708571111	15595
4419	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.50850273749878006	13625
4420	Fr	5:00 pm	Non-Conference	Yes	More than 60%	0	0.46228844909072053	12779
4421	Sa	7:00 pm	Non-Conference	No	Less than 40%	1	0.6698737082985506	13148
4422	Fr	7:00 pm	Non-Conference	No	Less than 40%	0	0.5179085213930437	11376
4423	Th	2:00 pm	conference	No	Less than 40%	0	0.5148212862333721	10192
4424	Su	7:00 pm	Non-Conference	No	More than 60%	1	0.5649873803700721	15563
4425	Sa	7:00 pm	Non-Conference	No	40% - 60%	1	0.6267528017072246	15284
4426	Sa	2:00 pm	Rivalry	Yes	40% - 60%	1	0.5393862652343414	19666
4427	Th	7:00 pm	Non-Conference	Yes	40% - 60%	2	0.6028000807105363	13739
4428	Su	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5387057294543973	11802
4429	M	5:00 pm	Rivalry	No	Less than 40%	0	0.5138509019844565	16607
4430	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5566256976369893	11725
4431	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.6085438300592138	10089
